LotArea,OverallQual,T_Sf,T_Bath,Fireplaces,GarageCars,Ppf_Adj,SalePrice
7560,5,1778.32,1,0,1,111.625,139000
11851,7,1867.92,2,0,2,129.25,180500
7892,6,1675.12,2,0,2,123.375,153900
6600,5,1289.28,2,0,2,111.625,138000
6000,6,1630.4,1,1,1,123.375,132500
6768,6,1521.12,3,0,1,123.375,142000
7945,5,1384.02,2,0,1,111.625,141000
8176,5,1605.48,2,0,1,111.625,139000
11287,7,2401.46,2.5,1,2,129.25,228500
7200,4,1063.2,1,0,2,105.75,109900
10320,6,1926.34,1,0,1,123.375,135000
11070,7,2492.96,3,0,3,129.25,171000
12464,5,1654.96,2,0,2,111.625,152000
12537,5,1600.04,2.5,1,2,111.625,149900
3378,7,1682.16,1.5,2,1,129.25,135000
7153,6,2031.38,2.5,0,2,123.375,175900
7200,5,1509.26,2,0,2,111.625,140000
12155,6,1940.48,2,0,1,123.375,140000
10728,8,2405.44,2.5,1,3,940,266000
11302,8,2932.12,3,1,3,940,319000
12134,8,2046.22,2,0,2,940,164000
6120,5,1907.92,1.5,0,1,111.625,137500
10708,5,2513.54,2,3,1,111.625,190000
7535,5,1357.98,2,0,1,111.625,120000
8400,5,2113.52,2,0,1,111.625,145000
5400,5,983.2,1,0,1,111.625,86000
6979,6,1876.96,2,0,2,123.375,144000
6000,6,1371.44,1,0,2,123.375,134900
14859,7,2274.88,2,1,3,129.25,240000
13651,7,3595.44,3,2,2,129.25,244000
10150,5,1304.16,1,0,1,111.625,114500
13526,5,1259.8,2,0,1,111.625,137000
13350,5,1513.94,2,1,2,111.625,142500
6000,6,1243.92,1,0,1,123.375,119000
21286,5,1567.64,2,1,1,111.625,135000
17500,7,3164.52,3,2,2,129.25,335000
7018,5,2335.48,2,0,2,111.625,142953
9675,7,2423.34,2.5,1,2,129.25,253000
7750,7,1543.2,2.5,0,2,129.25,162000
9587,7,1602.18,3,0,2,129.25,190000
4403,7,2178.2,3.5,1,2,129.25,222000
12925,6,2747.5,2.5,2,2,123.375,237500
10440,6,3800.3,2,2,2,123.375,256000
14442,6,2677.96,3,2,2,123.375,257500
11606,5,2773.9,3,2,2,111.625,135000
7658,9,2566.48,3,1,2,94,319900
9750,7,2273.6,2,1,2,129.25,213000
6155,6,1607,2,0,2,123.375,128000
9520,8,2712.78,3,1,3,940,293077
9842,5,3037.24,3.5,0,2,111.625,189000
8846,6,1738,2.5,0,2,123.375,173900
3010,7,1669.2,2,0,2,129.25,167240
5400,5,1472,1,0,1,111.625,108480
8068,6,2661,2.5,1,2,123.375,2.00E+05
1680,6,1221.24,2.5,0,1,123.375,1.00E+05
7200,5,1474.94,2,0,1,111.625,85000
8400,6,1243.22,2,0,1,123.375,129000
6060,4,1451.16,1,0,1,105.75,1.00E+05
10624,5,2246.02,3,0,1,111.625,119000
7875,7,1788.24,2.5,1,2,129.25,180000
9170,5,1898.36,2,0,2,111.625,140000
3182,7,1998.4,2,1,2,129.25,191000
6000,4,1153.28,1,0,1,105.75,107900
9100,7,1551.36,2,0,2,129.25,178000
5395,8,2052.38,3,1,2,940,180000
10152,5,1533.24,2,0,1,111.625,135000
11900,6,2093.76,2.5,2,2,123.375,166000
8244,7,2055.6,2.5,1,2,129.25,183500
5389,8,2685.14,3,1,2,940,236500
8250,5,1465.2,1,1,1,111.625,134000
10010,5,2243.98,2,1,2,111.625,170000
8400,4,1219,1,0,1,105.75,82000
16692,7,3369.04,4.5,2,2,129.25,250000
14115,7,2349.82,3,2,2,129.25,187500
2308,6,1661.1,3.5,1,2,123.375,147000
3950,6,1695.52,1,0,1,123.375,115000
9600,6,2093.52,3,1,2,123.375,181500
9245,5,1473,2,0,2,111.625,145000
10142,7,2584.48,3.5,0,2,129.25,233000
12640,6,2406.56,2,0,2,123.375,150900
9120,6,2316.08,2.5,1,2,123.375,185000
9525,6,2379.36,2,0,1,123.375,136900
10970,6,1348.82,2,0,2,123.375,147000
18030,5,3044.36,3,1,0,111.625,200500
9037,8,2052.08,2,1,2,940,265900
6000,3,1604.82,1.5,0,1,99.875,120000
10237,6,1754.88,2,1,2,123.375,169990
40094,10,6686.4,4.5,1,3,103.4,184750
6563,8,2873.16,3,1,2,940,275000
9042,6,2242.84,3.5,2,2,123.375,192000
10175,6,1971,2,1,2,123.375,180500
9858,5,1268.92,2,0,1,111.625,130000
7200,5,1300.01.15,2,0,1,111.625,133900
13673,5,2039.2,1.5,1,1,111.625,143900
4400,6,1299.44,1,0,2,123.375,116000
9000,6,1723,1.5,1,1,123.375,141000
9572,8,3361.44,2.5,1,2,940,302000
7200,6,1789.3,2,1,1,123.375,125000
8471,6,1696.12,2,1,2,123.375,151000
10665,7,2302.22,3,0,2,129.25,226000
1974,4,1496.28,1.5,0,1,105.75,83500
16381,6,2941.8,3,1,2,123.375,223000
6858,6,2045.16,2.5,0,1,123.375,128000
24682,6,1992.88,2.5,1,2,123.375,181000
9158,8,2123.04,2,0,2,940,225000
12886,5,1930.04,3,1,2,111.625,175000
9000,2,629.4,1,0,1,94,35311
8100,5,2392.12,2,0,2,111.625,153500
6204,4,2122,2,0,1,105.75,118500
10267,6,1058.36,2,0,1,123.375,130000
8738,7,2683.04,2.5,1,2,129.25,230000
8930,6,1902,2,0,2,123.375,112000
11952,7,2195.24,2.5,1,2,129.25,190000
3951,6,1582.56,2.5,0,2,123.375,164500
7844,6,1650.86,1.5,1,2,123.375,149500
11932,8,2041.6,2,0,3,940,235128
7500,7,2130.32,2.5,1,2,129.25,189000
23257,7,2344.04,2.5,1,2,129.25,274725
5436,4,1674.18,2,0,1,105.75,125500
9600,7,1489.92,1.5,0,2,129.25,140000
9786,6,2169.36,1.5,1,2,123.375,159000
8000,5,2304,2,0,0,111.625,141000
5062,7,2756.42,3,1,2,129.25,207500
6955,7,1779.04,2,1,2,129.25,202500
10005,7,2736.56,2.5,1,2,129.25,192000
9100,5,1213.5,2,0,2,111.625,129900
9000,5,1633.68,1,0,1,111.625,118000
14541,8,3371.82,3.5,1,3,940,310000
10530,6,1569.5,2,0,2,123.375,135000
4435,6,1291.24,2,0,2,123.375,136500
11600,6,1975.74,1.5,0,1,123.375,145250
31770,6,2329.9,2,2,2,123.375,215000
7399,7,2425.7,2.5,1,2,129.25,239000
10120,7,2380.32,1.5,1,1,129.25,122000
8910,6,1742.86,2,1,2,123.375,159500
11844,8,2884.12,2.5,1,3,940,372500
32668,6,3626.5,4,2,2,123.375,200624
7200,5,1804.04,1.5,0,1,111.625,125500
36500,5,2438.72,3,0,2,111.625,190000
8450,7,1845.12,2,0,2,129.25,179000
10690,5,1963.2,1,0,1,111.625,147000
13478,10,3635.6,3.5,1,3,103.4,451950
10400,7,1675.2,2,1,2,129.25,152000
9950,7,3256.42,2.5,1,3,129.25,290000
12085,8,2520.72,3,1,3,940,318000
7350,5,1474.16,2,0,2,111.625,139000
8872,5,1537.86,2,0,2,111.625,147000
9790,6,1868.66,2.5,2,2,123.375,143000
7000,5,2133.4,2,0,0,111.625,107500
3636,4,1106.88,1,0,0,105.75,55000
7750,7,1724.12,2.5,1,2,129.25,180000
57200,5,1952.54,2,2,2,111.625,160000
13360,5,1461.9,2,0,2,111.625,163500
1526,4,960.9,2,0,1,105.75,86000
2368,5,1837.5,1.5,0,2,111.625,125000
4590,8,2151.44,2,1,2,940,209500
6882,6,1732.04,1.5,0,0,123.375,127000
2500,7,2170.5,2.5,1,1,129.25,155000
11310,6,1781.76,1,1,2,123.375,140000
7758,7,2176.4,1.5,2,1,129.25,169500
7406,7,1869.22,3,0,2,129.25,194000
9179,7,2294.74,3.5,0,2,129.25,193000
9600,5,1195.6,2,0,2,111.625,135000
14892,9,2662.08,3,2,3,94,377500
8000,6,1448.16,2,1,1,123.375,132000
13907,5,1451.16,2,1,0,111.625,108000
9066,8,2557.2,2.5,2,3,940,230000
10678,8,3579.64,2.5,1,2,940,285000
11846,9,2930.78,3,1,3,94,374000
159000,6,2835.82,3,2,2,123.375,277000
8750,5,1530.96,2,0,2,111.625,148500
18890,5,3238.2,3,1,2,111.625,190000
8525,5,2380.8,1.5,0,0,111.625,130000
3363,7,2013.28,2,0,2,129.25,130000
11796,7,2296.56,2.5,1,2,129.25,215000
6627,3,720,1,0,1,99.875,72500
10625,5,1063.4,1,0,1,111.625,83000
10921,4,1459.2,2,0,1,105.75,94750
11645,7,2016.8,2.5,0,2,129.25,196500
8814,7,1986.62,3,0,2,129.25,203000
7500,7,1756.72,2,1,2,129.25,176000
4426,6,1294.54,2,1,2,123.375,149300
8814,7,2617.58,3.5,1,2,129.25,220000
10896,6,3448,2,0,0,123.375,2.00E+05
9588,8,3107.36,2.5,1,3,940,276000
10226,8,2117.76,3,1,3,940,295493
7875,5,1635.92,2,0,2,111.625,139950
10382,6,1413.54,2,0,1,123.375,140000
5520,6,2254.2,1,0,0,123.375,104000
9262,8,2047.24,2,1,3,940,287090
6000,5,1411.68,2,0,0,111.625,102000
10650,5,1225.86,2,0,1,111.625,128200
6300,6,2042.48,2,1,0,123.375,128000
7134,5,1622.72,1,1,2,111.625,130000
8012,6,1935.34,3,1,2,123.375,193000
7930,6,1457.24,2,0,2,123.375,156000
10800,5,2968.36,2,1,2,111.625,160000
11717,6,2075.78,2,1,2,123.375,185000
8400,5,1651.36,2.5,0,1,111.625,138500
3013,7,1996.2,2,1,2,129.25,213490
8294,4,1112.24,1,0,4,105.75,123000
11957,8,2194.4,2,1,3,940,232000
19690,6,2584.96,2,1,2,123.375,274970
13072,6,1460.48,1.5,0,2,123.375,142500
6240,6,1742.02,1,1,1,123.375,127500
10200,5,1384.72,2,0,2,111.625,144900
14762,5,2456.6,2,1,2,111.625,169000
11888,6,2654.16,2,0,2,123.375,214500
13891,10,3256.28,3.5,1,3,103.4,465000
14145,7,2126.1,3,0,2,129.25,202500
9503,5,1685.5,2,1,1,111.625,144000
9142,6,2360.16,2,0,1,123.375,137000
8121,6,2024.84,2.5,1,2,123.375,172400
10200,6,2291.86,3,1,2,123.375,175000
9200,5,1237.06,2,0,1,111.625,130250
5000,1,334,1,0,0,117.5,39300
2268,7,2031.62,2,0,2,129.25,173000
8846,5,1247,1,0,2,111.625,148000
7200,7,2123.36,2.5,0,2,129.25,157000
1680,6,1406.16,1.5,0,0,123.375,91500
7407,6,1936.8,2,0,2,123.375,149700
11367,8,2738.18,3.5,1,2,940,255000
2522,7,2012.6,2,0,2,129.25,130000
7990,5,1182.72,1,0,1,111.625,110000
8004,8,2451.16,3.5,0,2,940,263435
11075,6,2451.28,2.5,2,2,123.375,206900
8475,4,1286.96,1,0,1,105.75,135750
10800,5,1689.9,2,1,2,111.625,120000
26178,7,3367.3,3.5,2,2,129.25,335000
17503,6,1832.4,2,1,1,123.375,97500
12090,6,2103.84,2,1,2,123.375,175500
13517,6,1877.1,2.5,0,2,123.375,130500
11249,6,1504.68,3,0,2,123.375,177500
6820,8,1758.64,2.5,0,2,940,212000
6911,5,1743.1,1,0,2,111.625,1.00E+05
5664,8,2473.88,3,1,2,940,278000
9825,5,1664,2,0,0,111.625,1.00E+05
8885,5,1245.18,2,0,2,111.625,131000
5000,5,2256.64,2,1,1,111.625,127000
7226,7,1899.44,2.5,0,2,129.25,183000
14260,8,2901.34,3.5,1,3,940,250000
9291,6,2216.04,2.5,0,2,123.375,187000
14054,7,2122.72,2.5,1,3,129.25,219210
11885,8,2729.52,3.5,1,2,940,261500
34650,5,1832.16,2,0,2,111.625,145000
9492,5,1689.96,2,1,1,111.625,105000
1680,6,1239,1.5,0,1,123.375,88000
8800,6,1619.38,2,0,2,123.375,137500
9364,6,1677.74,1.5,0,1,123.375,158000
12209,6,2624.22,3.5,1,2,123.375,215000
8730,6,1591.44,1,0,1,123.375,153575
4435,6,1369.94,2,0,2,123.375,131500
10628,7,1867.96,2,1,2,129.25,167000
3180,7,1420.8,2.5,0,2,129.25,144152
14226,8,2746.1,2,1,3,940,395000
10000,8,2068.64,2,1,3,940,227000
2544,7,1443.8,2.5,0,2,129.25,147400
10452,6,1550.32,1,2,2,123.375,155000
10637,8,2745.96,3,1,3,940,297000
16259,9,3217.72,3.5,0,3,94,342643
6120,7,2276.76,2,2,2,129.25,129900
2308,6,1969.68,3.5,1,2,123.375,155000
13860,8,3929.14,3.5,3,2,940,345000
1680,5,1547.7,2.5,0,1,111.625,119500
9505,7,2410.2,2.5,1,2,129.25,222500
9084,4,1795.8,2,1,1,105.75,108000
10791,4,1296,2,0,2,105.75,90000
7819,6,1585.44,2,1,2,123.375,107000
11526,6,2335.64,2,1,2,123.375,191000
4274,7,2013.08,2.5,0,2,129.25,199900
12461,8,2775.68,3,1,3,940,262000
9000,6,1083.6,1,0,2,123.375,76000
6000,5,1280.24,1,0,1,111.625,112500
11103,7,1659.84,2.5,1,2,129.25,155835
9313,7,2130.66,2.5,0,2,129.25,190000
10574,8,2395.16,2.5,1,3,940,252000
14781,8,2397.84,2,1,3,940,275000
9600,8,3951.8,3.5,1,2,940,278000
11120,6,1774.96,2,0,2,123.375,162500
16635,6,2573.16,3,1,2,123.375,215000
8750,7,2552.48,3.5,1,2,129.25,210000
16321,5,2783.58,2,2,1,111.625,207500
3182,7,1982.4,2,1,2,129.25,181000
12256,8,3482.16,3.5,2,2,940,325000
9130,6,1990.08,2.5,0,2,123.375,173000
16905,5,2079.3,2.5,2,1,111.625,170000
7128,7,2012.24,2,2,1,129.25,164000
10500,4,1346.64,1,0,2,105.75,97000
11839,7,3283.34,3.5,1,2,129.25,262280
12203,8,3366.2,3.5,1,3,940,336000
9084,5,1277.64,2,0,1,111.625,95000
11340,4,2607.88,2,0,2,105.75,122500
70761,7,2325.94,3,2,2,129.25,280000
8556,7,1748.4,2,0,3,129.25,194000
10357,7,2113.4,3,1,2,129.25,179900
8767,7,1684,2,1,2,129.25,164990
10004,6,1902.68,1.5,0,2,123.375,167000
10395,6,1502.46,3,1,2,123.375,148000
10437,8,3395.44,3.5,1,3,940,350000
7150,5,1271.36,1,0,1,111.625,1.00E+05
10020,1,1200.24,1.5,0,0,117.5,61000
9938,7,2636.72,3.5,1,2,129.25,236000
9760,6,2390.98,2.5,1,2,123.375,187000
9317,7,2507.74,3.5,1,2,129.25,213000
10800,4,1706.4,2,0,0,105.75,106250
12508,6,2512.42,3,0,1,123.375,160000
14587,9,2064.64,2,1,2,94,264132
16059,8,2921.98,2.5,1,2,940,260000
1890,4,1009.46,2,0,0,105.75,81000
11241,6,1458.52,2,1,2,123.375,149000
1936,4,705.98,2,0,0,105.75,84500
12393,7,2223.56,2.5,1,2,129.25,195000
9600,5,1776.34,1,1,1,111.625,147000
6240,4,1228.96,1,0,2,105.75,103000
8712,5,1841.76,2,0,1,111.625,153000
12936,6,1868.14,2.5,1,2,123.375,162000
7700,5,1098.84,2,0,2,111.625,112500
10800,5,1970.4,6,0,0,111.625,179000
7313,9,2507.44,3,1,2,94,277500
11553,5,1944.1,1.5,1,1,111.625,158000
13418,8,2860.42,3.5,1,3,940,309000
15602,7,2638.58,3,2,2,129.25,289000
13214,9,2639.36,2,1,3,94,378500
11478,8,2586.52,3,1,3,940,306000
12378,9,3126.04,3,3,3,94,360000
7740,4,1537.16,1,0,2,105.75,125500
8012,6,2190.76,3,0,2,123.375,179200
115149,7,2923.74,3,2,2,129.25,302000
13600,5,2567.96,2,0,2,111.625,90000
6900,5,1091.1,1,1,1,111.625,120500
7175,6,1332.2,2,0,1,123.375,125000
10208,7,2834.32,2.5,1,3,129.25,265000
9600,4,2159.8,3,0,3,105.75,87000
4500,6,2074.82,3,0,2,123.375,165000
13811,6,1808.66,3,1,2,123.375,176000
12438,8,3202.4,2.5,1,3,940,361919
6120,4,1868.04,1,0,1,105.75,133000
6780,6,845.46,2,0,0,123.375,84500
9735,5,1501.52,2.5,0,2,111.625,167500
13891,8,2690.4,3,1,3,940,372402
5790,3,2017.96,2,0,1,99.875,107400
9790,6,1625.06,2,1,2,123.375,161500
14598,6,2197.72,2.5,1,3,123.375,214000
10635,8,2180.4,3,1,2,940,232000
9800,5,1571.24,2,0,2,111.625,149900
13560,6,1992.96,2,2,2,123.375,110000
16770,7,2238.4,2.5,0,2,129.25,221000
9320,4,1879.94,2.5,0,0,105.75,128950
8246,5,1549.88,2,1,1,111.625,154000
5362,5,1506.36,2,1,2,111.625,139000
8520,5,1400.96,1,0,2,111.625,1.00E+05
11409,5,2018.64,1.5,1,1,111.625,131000
12328,6,1479.06,2,0,3,123.375,169900
17400,5,1754.88,3,1,2,111.625,160000
7244,5,1233.22,2,0,2,111.625,129500
8849,9,2528.42,2,1,2,94,266000
7056,6,2174.4,2.5,1,2,123.375,140000
5825,4,943.16,1,0,2,105.75,79900
10839,6,1892.08,2.5,1,2,123.375,181000
11500,7,2408.66,1.5,1,1,129.25,250000
9500,6,2027.82,2.5,2,2,123.375,159000
6000,6,1536.3,2,1,2,123.375,131000
6600,5,2879.92,2,0,1,111.625,107500
12122,7,1673.5,2,0,2,129.25,178400
9600,5,1771.88,2,0,2,111.625,132000
1300,6,1564.58,1.5,1,2,123.375,124000
9986,8,2336.8,2,1,3,940,147000
6951,5,1590.12,2,0,1,111.625,119500
8765,4,1325.18,1,0,1,105.75,106500
10900,6,1727.12,1.5,0,1,123.375,161750
7018,5,1535,2,0,2,111.625,118964
7390,5,1676.04,2,0,1,111.625,135000
14963,8,1975,2.5,2,2,940,245500
7018,5,1535,2,0,2,111.625,118858
5381,6,2097.48,3,1,2,123.375,196000
12003,8,2244.72,2.5,1,3,940,269500
9600,6,1375.2,1,0,0,123.375,79000
10927,8,2523.02,3.5,1,2,940,275000
4251,7,1468.2,2.5,0,2,129.25,164700
9200,8,3390.2,3.5,1,3,940,315000
9125,7,1671.52,2.5,1,2,129.25,163900
1680,6,1238.34,1.5,0,1,123.375,85400
4920,8,2047.04,3,0,2,940,213500
8993,7,1684.16,2,0,2,129.25,176485
14601,9,2952.44,3,1,3,94,315000
3182,8,1734.4,2,1,2,940,192000
11248,9,2636.32,3,1,3,94,285000
63887,10,9279.6,4.5,3,2,103.4,160000
3180,7,1420.8,2.5,0,2,129.25,151000
8854,6,1296.96,1,1,1,123.375,121000
8740,5,1296.8,2,0,2,111.625,137000
13758,7,2444.24,2.5,1,2,129.25,187500
6120,2,873.92,1,1,0,94,60000
10197,6,1741.04,2.5,1,2,123.375,163000
46589,8,3643.36,3.5,1,3,940,402000
8926,4,1187.84,1,0,1,105.75,112000
7060,7,2113.02,4,0,4,129.25,206300
10615,3,2164.04,3,0,2,99.875,95000
12220,10,3152.4,3.5,1,3,103.4,402861
9600,4,1678.16,2,0,2,105.75,128000
10625,7,1782.3,3,2,2,129.25,170000
13869,6,1806.92,3,0,2,123.375,177000
6897,5,1612.1,2.5,0,1,111.625,127000
3182,7,2048.9,2,1,2,129.25,192500
7931,5,1813.84,2,0,1,111.625,132500
11475,6,2212.62,3.5,1,2,123.375,179900
9100,5,2611.44,3,0,2,111.625,125000
13132,5,2025.16,1.5,0,1,111.625,138887
11216,8,2017.92,2,1,2,940,232600
9000,8,2429.4,2.5,1,3,940,270000
8450,5,1814.1,2,1,1,111.625,142000
13286,9,2797.58,3,1,3,94,320000
8520,5,1791.9,2,0,2,111.625,166000
4060,6,1864.6,3,0,2,123.375,181000
10140,7,1976.4,3,1,2,129.25,213250
16056,9,3716.84,3.5,1,3,94,556581
8973,5,1561.5,2.5,0,2,111.625,150000
12493,4,1668.12,2,1,1,105.75,141000
10800,7,2919.28,1.5,0,2,129.25,159500
25000,5,2088.96,2,0,2,111.625,143000
10480,7,2364.94,2.5,1,2,129.25,205000
8314,5,1312.44,1,0,1,111.625,124500
7861,6,1987.34,3.5,1,2,123.375,183200
9416,7,2763.5,3,1,3,129.25,311872
12243,5,2337.8,2,1,2,111.625,175000
10930,5,1987.64,2.5,1,1,111.625,140000
8248,5,1654.9,2.5,0,1,111.625,116000
5600,4,1092,2,0,0,105.75,55000
8769,9,2698.16,2.5,1,3,94,367294
9000,5,2185.92,1,0,1,111.625,124000
8400,5,2020,2,2,2,111.625,144000
10846,8,2785.66,3.5,2,2,940,324000
8700,5,1798.64,3,0,2,111.625,155000
3196,7,2046.38,2,1,2,129.25,234000
9638,6,2709.08,2,1,1,123.375,169000
15384,7,1987.84,3.5,1,2,129.25,184000
10140,7,1977.56,2.5,1,2,129.25,162900
8741,6,1833,1.5,1,1,123.375,113000
8405,4,1748.84,2,0,1,105.75,98000
4060,5,1182.72,1,0,0,111.625,99900
10530,6,1615.28,2.5,0,2,123.375,143250
10463,8,2143.84,2.5,1,3,940,239900
11700,7,3439.1,1.5,1,4,129.25,265979
9150,6,1977.7,2,1,1,123.375,165000
11344,5,1906.72,1.5,0,1,111.625,144000
9230,5,1691.42,2.5,0,2,111.625,146000
8393,5,2537.52,2,0,2,111.625,145000
12030,8,2454.88,2,0,3,940,318000
1920,5,1898.1,2.5,0,2,111.625,122500
8900,4,1702.08,2,0,1,105.75,107000
8100,5,2525.32,2,0,2,111.625,106000
9600,6,2587.42,1.5,1,2,123.375,129500
6240,5,1867.76,1,1,1,111.625,149000
11425,5,1541.64,1,1,1,111.625,137000
7415,6,2115.62,3.5,1,2,123.375,193000
20544,7,2364.88,2.5,1,2,129.25,215000
3182,7,1505.6,2.5,0,2,129.25,151000
9786,3,1481.2,1,1,1,99.875,91000
11316,7,2341.96,3.5,1,2,129.25,214900
3964,6,3503.22,3.5,1,2,123.375,151400
11923,9,2591.36,2,0,2,94,239000
9765,6,1947.64,2.5,1,2,123.375,185000
8029,6,1679.04,2.5,0,2,123.375,176000
9480,5,2067.8,1.5,2,1,111.625,146500
10000,8,2807.3,3.5,1,2,940,240000
5587,8,2586.4,4,1,2,940,392500
6435,6,1849.16,1,1,1,123.375,140200
9200,6,1985.8,2,1,1,123.375,140000
15863,7,3207.34,3.5,2,2,129.25,197000
8500,5,1865.76,2,0,0,111.625,115000
9245,7,2191.6,2.5,0,2,129.25,213500
7943,4,1662.02,2,0,1,105.75,118500
11435,8,1738.76,1,2,2,940,230000
12552,7,2399.88,2.5,1,2,129.25,254900
16545,8,3144.62,3.5,1,3,940,340000
9819,5,1281.96,1,0,1,111.625,122000
164660,5,2954.66,4,2,2,111.625,228950
7596,5,2228.8,2,0,2,111.625,124500
7032,5,1515.98,2,2,2,111.625,135960
7388,5,1746.14,2,0,2,111.625,150750
5400,4,1848.54,1,0,1,105.75,105000
10125,6,1942.02,3,2,2,123.375,171500
12803,7,2336.76,3,1,2,129.25,221000
14375,6,1601.9,2,1,2,123.375,137500
7000,5,1606,1,0,1,111.625,135000
7200,4,1040,2,0,2,105.75,90000
9000,8,3380.88,2.5,1,2,940,303477
8199,7,1890.96,3.5,1,2,129.25,189000
